asteroid_diameter_km,asteroid_mass_kg,composition_type,metal_concentration_pct,water_ice_content_pct,delta_v_km_s,distance_au,orbital_period_years,spin_rate_hours,estimated_market_value_usd,extraction_tech_readiness,regulatory_risk_score,mining_viability,viability_score_composite,roi_estimate_log
28.13,1.6086841396434078e+16,C-type,3.42,27.21,3.97,1.24,1.23,7.08,4857479405437.0,2,0.207,1,0.2608179365079365,0.004694488161717091
19.35,1.027492476938518e+16,S-type,14.8,1.41,6.08,1.55,1.8,2.04,7739965567691.0,4,0.27,0,0.22101730158730162,0.012078913251307154
3.47,30164314313573.0,C-type,4.02,20.61,4.12,1.77,2.32,9.13,5126697214.0,4,0.612,1,0.2634973015873016,4.383172560302298e-06
26.81,1.3928160549012812e+16,C-type,4.52,26.2,4.89,1.2,1.51,4.95,4904375334214.0,9,0.303,1,0.3268228571428572,0.004205022329440435
5.36,218136692791433.0,S-type,15.14,3.2,8.88,2.83,4.69,6.0,184850837993.0,4,0.51,0,0.18774730158730157,9.266217115215888e-05
2.99,19327798951443.0,C-type,1.75,32.6,6.61,2.34,3.71,21.5,2413045023.0,5,0.161,0,0.2659269841269841,2.8937034707704346e-07
2.15,7147797927080.0,C-type,6.03,23.32,6.19,1.1,1.13,8.51,2081539845.0,6,0.228,0,0.27231809523809525,1.559915628599682e-06
3.12,21892914473148.0,C-type,10.43,31.12,7.27,1.54,1.79,4.84,10856956297.0,4,0.092,0,0.2756673015873016,8.435057124276543e-06
2.81,31578689328891.0,S-type,9.49,3.5,5.92,1.97,2.71,17.41,32442568390.0,1,0.142,0,0.17499968253968254,2.957843254226521e-05
5.5,120127336340062.0,C-type,5.58,26.16,7.8,2.55,3.95,30.57,65113848206.0,2,0.196,0,0.2115936507936508,1.682233783017541e-05
5.43,115945499356894.0,C-type,7.65,35.29,7.55,1.78,2.28,18.72,85925762625.0,3,0.171,0,0.26194619047619044,4.1479844924070515e-05
4.5,65760515402256.0,C-type,7.31,28.32,7.97,2.48,3.83,1.71,37905689347.0,4,0.022,0,0.2447873015873016,1.253496620297881e-05
7.57,313572730028311.0,C-type,5.35,19.06,5.91,2.15,2.96,4.99,114517145577.0,5,0.132,0,0.24970698412698414,5.5683521043198064e-05
18.7,4728581324117338.0,C-type,1.05,32.21,8.1,2.62,4.39,12.65,315427704104.0,3,0.383,0,0.2184490476190476,1.3944646125376647e-05
14.01,1985148106887076.0,C-type,7.98,27.49,4.79,1.32,1.54,10.02,842615481430.0,1,0.185,1,0.2570725396825397,0.0012624063108314485
0.75,310187361968.0,C-type,1.95,26.79,8.84,2.37,3.58,9.38,87470845.0,8,0.064,0,0.2507731746031746,6.4768449574196745e-09
0.21,6610723539.0,C-type,8.73,16.64,7.21,1.8,2.44,5.55,2823034.0,8,0.321,1,0.2707288888888889,1.6931747811305889e-09
13.75,1879207822951380.0,C-type,1.02,29.67,8.72,3.02,5.16,3.96,298857012305.0,4,0.152,0,0.2129630158730159,9.97246300285054e-06
0.87,931606966707.0,S-type,10.89,3.86,5.76,1.31,1.23,60.72,705108470.0,7,0.542,0,0.2506320634920635,1.001905237851791e-06
3.42,28959504830494.0,C-type,6.07,27.2,6.03,2.17,3.49,12.45,4583268880.0,4,0.085,0,0.2641815873015873,2.41362400535838e-06
1.1,963336038879.0,C-type,4.72,22.85,6.07,1.91,2.66,20.36,333740286.0,3,0.103,0,0.2340490476190476,1.4691976647479023e-07
0.52,194521900406.0,S-type,9.24,0.93,8.0,1.72,2.2,12.24,188247284.0,7,0.2,0,0.2032420634920635,9.991985393264359e-08
8.58,456833840534177.0,C-type,15.67,38.23,6.19,1.57,1.77,12.64,375327440285.0,6,0.037,1,0.3556080952380952,0.0005970837208056932
11.14,1000257246980181.0,C-type,8.18,31.42,7.17,1.62,1.91,11.59,664590123442.0,1,0.478,0,0.2356625396825397,0.00040353383493565585
2.24,16030314868765.0,S-type,16.67,4.61,10.82,3.79,7.56,4.97,10045523859.0,9,0.276,1,0.22593857142857143,2.9861904752848256e-06
0.2,22296879752.0,M-type,67.76,0.73,7.72,1.7,2.37,3.63,61620319.0,2,0.495,1,0.38516650793650803,2.594770300651099e-07
2.33,9102725754030.0,C-type,8.49,21.91,8.32,3.66,7.07,16.59,4594513448.0,3,0.263,0,0.21416619047619045,1.209245236897343e-06
7.17,1027555684871505.0,M-type,65.41,0.16,6.26,1.72,2.15,14.16,4826258905669.0,5,0.193,1,0.4282469841269842,0.02918663206224954
0.76,316944774950.0,C-type,3.92,21.11,8.65,2.0,2.98,25.81,117161220.0,3,0.481,0,0.18877190476190475,2.0460511107466792e-08
5.58,125857413464708.0,C-type,8.3,33.74,7.67,1.86,2.57,21.94,70925275857.0,3,0.125,1,0.2581819047619048,3.498764952272173e-05
4.4,61555453949368.0,C-type,6.42,34.95,11.85,3.76,7.36,6.38,15960441332.0,8,0.257,0,0.25013317460317464,1.532978055157519e-06
8.98,2018062392732290.0,M-type,71.13,0.87,8.35,2.68,4.43,30.15,9372069886498.0,4,0.783,0,0.4122887301587302,0.02564990996108588
5.17,100037312568740.0,C-type,3.1,24.67,5.48,1.51,1.7,22.47,24545322133.0,2,0.338,1,0.23034650793650796,1.0094699596518204e-05
1.39,1958160923880.0,C-type,3.6,30.08,3.96,0.99,0.87,21.17,256936786.0,5,0.142,1,0.303624126984127,2.964048293826222e-07
18.84,4830529276904183.0,C-type,2.27,28.83,4.95,1.52,1.83,73.66,779310755054.0,2,0.582,1,0.2470779365079365,0.0002864596012198442
3.71,36757689905309.0,C-type,2.91,34.68,10.37,3.28,6.0,62.5,6490794958.0,8,0.082,0,0.25642603174603174,4.103831382112528e-07
4.34,58954005586461.0,C-type,4.5,28.54,5.76,1.12,1.05,21.16,13329927141.0,3,0.054,1,0.25466761904761903,8.528204576605368e-06
1.46,2259829263094.0,C-type,6.63,21.45,4.96,1.01,1.0,19.15,1000624941.0,2,0.188,1,0.24223507936507935,1.3416064894994705e-06
2.63,13187083285075.0,C-type,3.2,17.04,6.28,1.38,1.61,28.94,1959341921.0,3,0.488,0,0.20753904761904762,6.67980553389393e-07
1.55,2690599806880.0,C-type,5.84,32.07,5.54,1.2,1.39,7.64,1042128160.0,3,0.698,1,0.2737604761904762,9.013460762719024e-07
3.64,34898648379109.0,C-type,10.98,26.65,6.51,1.28,1.51,7.72,24716374260.0,1,0.324,0,0.2419811111111111,2.808563063714889e-05
34.95,3.085963950748958e+16,C-type,7.43,29.55,5.64,0.84,0.67,20.88,18012253062228.0,3,0.44,1,0.27113190476190474,0.022608008460728704
0.86,465897233213.0,C-type,3.67,23.53,5.97,2.02,3.01,6.14,77701372.0,3,0.324,0,0.23331761904761905,2.6493488094004902e-08
0.65,195192873073.0,C-type,0.3,14.31,7.67,2.2,3.14,19.57,8077968.0,4,0.376,0,0.1790030158730159,1.2873086186402526e-10
26.19,2.549231289214969e+16,S-type,9.73,4.73,4.73,1.7,2.32,13.81,19031396834171.0,8,0.397,0,0.27442746031746035,0.03019425805047541
3.49,30614956928210.0,C-type,3.46,34.08,5.13,1.0,0.94,6.14,6269323140.0,9,0.272,1,0.3427942857142857,4.121270621809942e-06
2.01,5849709820118.0,C-type,2.45,26.55,6.38,1.39,1.65,12.44,2410469324.0,1,0.391,0,0.20941825396825395,6.070553670440905e-07
15.61,2748225721949552.0,C-type,5.92,30.33,6.02,2.17,3.21,34.61,1091299689128.0,1,0.267,0,0.2397811111111111,0.0005622007328877408
2.17,7351011867066.0,C-type,9.59,25.88,7.18,2.3,3.51,13.01,3962379135.0,6,0.301,0,0.2800952380952381,2.233630451826415e-06
40.09,4.656893116477629e+16,C-type,3.87,32.64,4.72,0.86,0.86,13.06,10773906814422.0,1,0.342,1,0.2570825396825397,0.010011782211908233
10.11,746642920379312.0,C-type,9.39,30.89,7.0,1.88,2.62,15.85,269144357463.0,5,0.102,0,0.28578555555555557,0.00017907024123497853
2.5,11229821194169.0,C-type,4.89,32.21,5.4,1.34,1.63,17.59,3913901446.0,1,0.171,1,0.250158253968254,2.804883054537727e-06
59.67,1.534858230166322e+17,C-type,7.9,28.13,5.48,1.83,2.52,9.35,66676485754734.0,8,0.347,1,0.3265931746031746,0.060135180122747066
2.17,7348382294241.0,C-type,10.96,23.72,5.0,1.03,0.92,16.12,4290671509.0,5,0.343,1,0.29912698412698413,9.266116623820582e-06
10.92,940674578910018.0,C-type,0.34,27.23,3.15,0.9,0.88,5.26,64897892339.0,6,0.271,1,0.3047166666666667,1.1703944660637832e-05
6.42,191044656666227.0,C-type,6.03,30.73,6.13,1.68,2.12,6.43,71724075145.0,4,0.226,0,0.2731830158730159,4.294545421527437e-05
21.37,7053805642617364.0,C-type,13.98,27.45,6.05,1.75,2.2,7.12,3134503760201.0,8,0.1,0,0.34073031746031746,0.00434399079548408
29.19,1.797063334996542e+16,C-type,10.35,22.41,5.37,1.25,1.37,17.74,13114121452820.0,9,0.099,1,0.3319157142857143,0.020703557880599306
4.66,72986088349098.0,C-type,2.67,29.65,9.45,3.5,6.58,13.85,10384865076.0,9,0.198,0,0.26463000000000003,6.899789463949192e-07
1.81,4317815411396.0,C-type,6.6,22.66,4.14,1.33,1.55,10.94,1574443066.0,1,0.146,1,0.24634825396825397,2.6020385580717023e-06
7.78,340683410257391.0,C-type,15.01,23.01,5.26,1.32,1.61,21.17,401041934936.0,7,0.193,1,0.3317049206349207,0.0009373622179106626
1.99,11135561437469.0,S-type,11.45,1.68,7.64,1.85,2.65,16.5,14675000084.0,4,0.154,0,0.1861415873015873,1.010066176976756e-05
50.2,9.14226013931629e+16,C-type,10.0,34.42,7.76,1.75,2.35,9.66,30191950279724.0,8,0.169,0,0.32129174603174604,0.01806781965045136
5.28,106333577216724.0,C-type,6.19,20.81,8.09,1.33,1.58,5.32,38572353060.0,7,0.257,0,0.2493963492063492,1.5657067293569628e-05
2.89,34286835189843.0,S-type,14.6,0.97,9.07,2.19,3.25,6.32,34610541158.0,1,0.475,0,0.14284968253968253,1.92553672945944e-05
5.59,487501233693761.0,M-type,70.43,0.3,6.17,2.18,3.3,3.77,1340342817637.0,1,0.181,1,0.40558825396825404,0.007767626261813025
0.89,509359753855.0,C-type,10.11,26.63,6.33,1.87,2.61,13.63,359909518.0,1,0.396,0,0.24101253968253966,3.164135709441999e-07
1.4,1968443988607.0,C-type,2.83,14.55,6.99,2.01,2.84,6.11,390196895.0,2,0.383,0,0.1773350793650794,7.508434236506515e-08
18.93,9618168299884096.0,S-type,23.6,3.8,6.52,1.8,2.63,8.2,14067386891932.0,2,0.671,1,0.2348793650793651,0.027509638015504007
2.04,6111880570421.0,C-type,0.1,35.5,6.58,1.76,2.27,11.0,255998277.0,9,0.163,0,0.3129,2.1422797002451024e-09
1.28,1501064282428.0,C-type,4.34,35.38,7.48,1.04,1.2,28.08,454031849.0,5,0.348,0,0.2721984126984127,1.726404849482686e-07
8.53,448991440860330.0,C-type,6.41,32.22,5.75,1.92,2.52,25.61,213778938602.0,1,0.152,1,0.251268253968254,0.00014192979816205224
18.59,4645196122214879.0,C-type,4.15,22.71,7.69,2.7,4.53,11.66,1243532646223.0,7,0.114,0,0.25265063492063494,0.00023583033794149946
10.62,865481356957270.0,C-type,5.95,26.0,8.66,2.01,2.99,33.53,257615390128.0,2,0.121,0,0.20030793650793652,6.790030829810398e-05
14.81,2346841321972621.0,C-type,4.02,21.85,5.59,1.6,1.84,2.44,517115205114.0,3,0.337,1,0.2351061904761905,0.00025583552034513844
1.81,4265637306837.0,C-type,5.67,31.78,8.69,2.65,4.32,54.7,1519811698.0,4,0.171,0,0.23832158730158734,3.1263698700381154e-07
0.81,389276852866.0,C-type,8.45,28.68,8.06,2.01,2.92,21.2,186698297.0,3,0.583,0,0.23803047619047618,8.067899296339845e-08
27.16,1.447032186275136e+16,C-type,5.05,27.82,6.13,1.32,1.54,13.23,5741197677407.0,3,0.527,0,0.24942190476190473,0.003320196395184838
3.04,20356626714546.0,C-type,13.58,29.0,8.48,2.64,4.34,5.97,12848924226.0,9,0.094,0,0.3201771428571428,6.666102730152572e-06
3.32,26365466231442.0,C-type,5.44,22.84,6.89,1.47,1.8,8.58,5894481851.0,4,0.337,0,0.23629587301587304,2.734692777540521e-06
22.06,7758566187452518.0,C-type,4.52,24.46,4.4,1.15,1.12,19.84,2383152542432.0,8,0.268,1,0.31749174603174607,0.002584551050013973
8.74,946098877590136.0,S-type,19.71,1.83,5.02,1.26,1.65,20.2,972002108433.0,1,0.339,1,0.2237268253968254,0.0033582152276429894
7.75,335710739650611.0,C-type,10.84,26.19,6.37,1.42,1.64,20.8,251473560259.0,6,0.257,0,0.2975966666666667,0.00027756653744134276
60.22,1.577966341682798e+17,C-type,8.35,24.74,2.96,1.02,1.07,6.8,73905174823338.0,1,0.137,1,0.27644539682539687,0.2991260358686658
2.07,6413391886388.0,C-type,1.42,23.08,10.72,3.15,5.54,5.79,945306766.0,5,0.236,0,0.17733269841269841,2.8146437711800722e-08
13.65,1835878471292044.8,C-type,12.78,31.32,5.08,0.89,0.61,14.24,933204678696.0,7,0.574,1,0.3502863492063492,0.0024422386461342045
4.8,79862081480987.0,C-type,8.82,34.04,7.77,2.31,3.42,22.55,40936691817.0,1,0.287,0,0.23751111111111112,1.806788733626804e-05
6.19,171055167203411.0,C-type,1.89,33.58,5.48,2.05,2.8,12.21,20026972569.0,9,0.247,1,0.3300142857142857,4.132522753494997e-06
28.05,1.5955202823853482e+16,C-type,8.47,30.19,5.7,2.0,2.93,39.85,5240363955985.0,9,0.051,1,0.3430214285714286,0.004543462221354436
8.24,404747185327838.0,C-type,2.95,24.23,6.96,2.18,3.16,12.51,61695900372.0,6,0.267,0,0.25172809523809525,1.1814902927538809e-05
8.55,451655535805580.0,C-type,11.65,29.14,7.15,1.67,2.11,12.18,242712080652.0,2,0.31,0,0.25409936507936504,0.00020713285656223987
16.23,3090475773685286.0,C-type,12.51,21.77,5.55,2.31,3.41,20.83,3033210683574.0,2,0.038,1,0.2582865079365079,0.003714830578169597
2.89,17482914494712.0,C-type,8.39,34.6,7.25,1.73,2.29,32.31,6917925203.0,9,0.173,0,0.33378857142857143,4.044811475611469e-06
1.64,3170531100259.0,C-type,3.61,26.27,5.71,1.53,1.83,4.14,499467303.0,4,0.448,1,0.2561230158730159,2.1858556560046444e-07
1.28,1512465071321.0,C-type,8.84,33.41,4.89,1.06,1.19,4.98,774264056.0,6,0.204,1,0.3323995238095238,1.3894922312872404e-06
0.42,107639815170.0,S-type,19.12,2.53,7.44,2.09,3.06,9.48,125521978.0,2,0.259,1,0.20000650793650795,1.403147352898251e-07
52.85,1.0665979728443917e+17,C-type,6.83,27.18,7.49,2.11,3.01,152.5,36029612704511.0,4,0.288,0,0.24630444444444444,0.014005911513698668
1.19,1225689814264.0,C-type,4.68,28.28,5.89,1.8,2.5,9.88,331422812.0,2,0.296,1,0.2416393650793651,1.5967598184421856e-07
3.44,57593286472050.0,S-type,22.54,3.04,8.69,2.53,4.03,11.05,102427706913.0,3,0.117,0,0.2084704761904762,8.660406904155673e-05
3.21,24011335616379.0,C-type,1.68,22.7,6.59,2.95,5.08,19.98,3927702323.0,2,0.206,0,0.2028993650793651,3.846624903589188e-07
6.48,196707534247654.0,C-type,6.06,25.07,5.44,1.45,1.59,26.62,82727800315.0,8,0.78,0,0.31062460317460316,6.914251985021604e-05
11.93,1226240030692223.0,C-type,2.6,21.2,7.86,2.35,3.6,13.95,154937320286.0,5,0.355,0,0.21726984126984125,1.946414192453467e-05
12.59,1440518610459678.0,C-type,3.82,33.84,4.76,1.05,1.11,30.92,824972912702.0,5,0.353,1,0.3043555555555556,0.000678247181460318
2.23,7972316770459.0,C-type,7.98,26.19,4.88,1.86,2.66,4.69,4906348912.0,8,0.458,1,0.3296646031746032,5.748498144297065e-06
3.67,35638116246148.0,C-type,6.41,35.3,7.11,1.68,2.09,6.6,15415451773.0,8,0.403,0,0.3188574603174603,7.293545677335066e-06
6.29,179889313644280.0,C-type,3.72,35.37,6.88,2.57,4.34,30.88,29933631466.0,7,0.064,0,0.30048206349206347,6.589551004225633e-06
3.33,26569551017503.0,C-type,2.53,22.57,5.92,1.49,1.88,12.29,6236592001.0,5,0.191,1,0.248814126984127,1.8081093890074771e-06
30.84,2.119452111870635e+16,C-type,3.94,21.73,9.21,3.03,5.12,4.44,4503094547261.0,7,0.36,0,0.2271563492063492,0.0005188840268388673
8.08,380910234236240.0,C-type,3.89,33.11,6.29,1.63,2.0,4.23,87913357177.0,1,0.202,0,0.23614396825396824,3.286550350969039e-05
10.82,916547547686159.0,C-type,4.36,28.66,6.29,1.06,1.23,6.37,148440917203.0,3,0.221,0,0.2468961904761905,7.940619103065019e-05
9.93,707279898077844.0,C-type,7.46,9.86,4.78,0.92,1.0,12.2,206193364656.0,3,0.424,0,0.22446761904761905,0.0003505745316542191
18.32,1.7136219586129936e+16,M-type,63.8,0.61,8.34,2.46,3.85,17.71,77984333029302.0,2,0.211,1,0.3601093650793651,0.18792066613531988
5.57,124802380107018.0,C-type,12.68,26.13,4.97,1.02,1.04,9.36,115420535994.0,6,0.245,1,0.32477666666666666,0.00029327463845298227
0.95,610460861233.0,C-type,2.71,31.41,8.05,2.22,3.19,16.58,139096519.0,3,0.26,0,0.22340333333333331,1.806499792777842e-08
7.24,274219955623381.0,C-type,6.94,19.46,9.27,2.44,3.94,8.59,132400686434.0,4,0.345,0,0.198155873015873,3.108315160628596e-05
2.05,6234940886294.0,C-type,2.16,37.34,5.76,1.31,1.4,32.43,965504491.0,3,0.653,1,0.27170761904761903,2.7211409847253624e-07
2.38,9699107408096.0,C-type,2.92,31.45,7.85,2.03,2.99,93.83,1681128869.0,7,0.291,0,0.27166492063492065,2.6290682380296524e-07
9.06,536981897390694.0,C-type,0.13,37.62,11.45,3.49,6.67,8.9,33077001962.0,4,0.234,0,0.19425301587301588,7.30486444306556e-08
19.81,5613181628445019.0,C-type,2.86,30.16,7.74,1.69,2.21,17.88,1386333489737.0,5,0.14,0,0.24690412698412698,0.00024600624142564424
4.6,70219889143773.0,C-type,0.88,10.93,4.51,0.95,1.02,16.76,6594080032.0,7,0.341,0,0.24965920634920638,1.4630153176957615e-06
6.49,197720172551895.0,C-type,4.53,26.11,6.83,1.4,1.83,13.61,78576843247.0,4,0.171,0,0.24332301587301586,3.179312566034746e-05
34.56,5.8565019015814696e+16,S-type,16.21,0.34,10.67,3.71,7.17,20.54,55484748332797.0,6,0.191,0,0.18009809523809522,0.016633740118915292
5.98,154742951357549.0,C-type,0.96,16.47,9.16,2.52,3.99,17.87,11326507380.0,9,0.475,0,0.22239285714285717,3.6815741722184135e-07
100.0,7.225663103256524e+17,C-type,6.24,16.93,5.78,1.11,1.16,8.36,260610034727837.0,6,0.228,0,0.25984523809523813,0.20757879570208626
8.83,498143725129486.0,C-type,10.71,29.98,9.12,2.92,4.91,34.93,301065633832.0,5,0.734,0,0.2580498412698413,9.889024151396188e-05
0.54,442948303123.0,M-type,45.2,0.61,9.43,3.0,5.11,14.32,1322496787.0,1,0.552,0,0.2590268253968254,1.6805417982944755e-06
11.07,979540664181414.0,C-type,1.29,32.51,6.26,1.5,1.88,8.95,164992410613.0,8,0.177,0,0.3021503174603175,2.1725025030336107e-05
7.08,256524480696494.0,C-type,6.1,28.52,5.38,1.04,1.05,86.02,115896787097.0,5,0.479,1,0.2886584126984127,0.00011972380609208318
21.07,2.604428493114928e+16,M-type,60.99,0.36,8.44,2.8,4.72,11.1,65263679976168.0,5,0.218,0,0.380024126984127,0.13719244710134834
10.05,1441402556461328.0,S-type,14.93,1.27,10.63,3.94,7.68,14.94,2162168595378.0,3,0.101,0,0.14500619047619046,0.0005781364323023373
3.8,77593022675517.0,S-type,29.04,6.37,7.42,1.33,1.52,14.02,56321904587.0,2,0.239,1,0.25149222222222223,0.00012749188084394832
1.03,792613366023.0,C-type,6.64,20.17,8.39,2.46,3.95,10.98,576899042.0,1,0.477,0,0.17832396825396826,1.5727795098183805e-07
3.49,30648085267832.0,C-type,8.79,31.02,5.11,1.34,1.44,17.44,13757049623.0,9,0.171,1,0.35522,1.9790292987072333e-05
1.62,3044023866994.0,C-type,11.44,37.11,5.36,1.32,1.51,6.2,1788035474.0,5,0.222,1,0.33607412698412703,3.0689083905176994e-06
2.23,31017740056001.0,M-type,69.93,0.06,8.13,2.04,2.72,19.63,130887717772.0,4,0.269,1,0.40820158730158734,0.0004554165955454887
9.08,541279711320435.0,C-type,0.72,15.16,4.78,1.26,1.28,2.98,52285888043.0,7,0.377,0,0.2578520634920635,7.290396849804066e-06
33.24,2.654801160651482e+16,C-type,4.6,22.35,5.07,1.78,2.45,4.31,7436716150326.0,4,0.093,1,0.25746587301587304,0.004775742150045917
7.2,269312232782112.0,C-type,7.65,33.43,7.68,3.04,5.27,52.49,111858386207.0,2,0.459,0,0.24339793650793654,3.591024611057308e-05
1.07,1724160091081.0,S-type,22.67,0.89,3.22,0.98,1.15,4.46,3405432125.0,9,0.161,1,0.34735000000000005,3.760439876344494e-05
7.64,322345361296426.0,C-type,8.09,33.67,6.9,2.6,4.24,2.54,173598296673.0,8,0.526,0,0.3236874603174603,8.193614115225958e-05
18.84,4831572522690074.0,C-type,1.57,22.11,5.75,1.97,2.81,4.55,464859829908.0,4,0.384,1,0.23491158730158734,7.43213164874494e-05
2.16,7241551364011.0,C-type,14.23,20.03,8.77,2.19,3.14,49.01,6885845650.0,8,0.519,0,0.28061317460317464,3.99366329333367e-06
3.82,40148782484774.0,C-type,3.26,26.01,6.73,1.89,2.55,2.91,10001973216.0,9,0.18,1,0.29492714285714283,2.4910060089978266e-06
4.56,68575231783336.0,C-type,2.0,24.17,9.11,3.24,5.75,5.67,8734144904.0,2,0.215,0,0.1725893650793651,4.964181710194865e-07
1.75,3855188828997.0,C-type,2.7,25.0,5.83,2.14,3.02,3.79,905502404.0,4,0.349,1,0.24695873015873018,2.290796782575066e-07
9.76,671063305566722.0,C-type,9.4,35.69,5.97,1.55,2.0,9.78,332935906812.0,6,0.448,1,0.3260509523809524,0.0003442903759987127
3.88,42082862057982.0,C-type,2.98,27.57,5.2,1.97,2.85,8.6,7838771190.0,7,0.256,1,0.2981220634920635,2.9087103995017606e-06
7.41,294527010058570.0,C-type,6.5,27.78,5.67,1.52,1.91,8.29,102539909789.0,5,0.508,1,0.28389555555555557,8.226626213843738e-05
1.54,2664674938023.0,C-type,12.86,35.4,7.77,1.35,1.49,53.78,891005565.0,7,0.13,0,0.3244177777777778,8.076278932721455e-07
2.65,13466485384026.0,C-type,2.65,29.67,9.47,2.9,4.98,4.67,2096260233.0,4,0.227,0,0.20876873015873015,1.5882778162090228e-07
10.66,876228414391832.0,C-type,10.69,26.87,5.84,1.52,1.69,11.23,634344894828.0,8,0.329,1,0.3288303174603175,0.0007886887506987073
2.87,16993901905456.0,C-type,8.44,17.76,5.49,0.9,0.98,15.97,7968501503.0,3,0.215,0,0.2419447619047619,1.174406011080658e-05
35.6,3.260183259126206e+16,C-type,0.73,26.63,6.88,2.2,3.14,5.56,1917281516915.0,3,0.05,0,0.21785761904761902,9.239784171353499e-05
2.77,15430771229233.0,C-type,10.27,34.14,5.32,1.56,1.83,17.98,11615297103.0,5,0.166,1,0.3230555555555556,1.6463947081588506e-05
5.87,146045603912016.0,C-type,8.49,25.3,11.77,3.53,6.65,8.85,63383709103.0,6,0.182,0,0.20838380952380953,8.5749648850517e-06
13.72,7199527765427069.0,M-type,56.12,0.86,6.59,2.37,3.66,16.44,17994678849716.0,3,0.273,1,0.3662504761904762,0.0667254068935353
0.82,394134631882.0,C-type,5.58,23.42,9.54,3.45,6.4,11.17,251333122.0,2,0.241,0,0.17851650793650795,3.462797991964054e-08
0.54,225599794194.0,S-type,14.33,1.51,8.46,2.57,4.02,2.36,150769266.0,5,0.264,0,0.1965484126984127,8.455709426410058e-08
0.72,267855180267.0,C-type,4.55,29.17,7.95,2.94,5.16,34.64,96711702.0,6,0.156,0,0.2588052380952381,1.7670951709367532e-08
20.39,6126363899714099.0,C-type,3.65,28.91,7.95,2.15,2.98,63.84,1131940202694.0,3,0.36,0,0.22109190476190477,0.00020750400268141204
2.31,17518014059239.0,S-type,21.27,1.7,8.0,2.65,4.17,10.58,23052027824.0,7,0.118,1,0.2536720634920635,2.098936156326832e-05
96.53,6.498984144498249e+17,C-type,7.69,32.59,6.22,1.28,1.44,5.94,215422622916566.0,3,0.392,0,0.2730061904761905,0.17210520291962147
2.28,8531477516444.0,C-type,0.2,23.66,8.72,2.57,3.99,40.64,351528194.0,2,0.609,0,0.16943079365079364,2.589935640544279e-09
5.59,126398372684677.0,C-type,5.61,34.0,4.83,1.04,1.18,55.27,48856425014.0,4,0.479,1,0.29988444444444445,5.759007071220596e-05
28.52,1.6758313542793484e+16,C-type,3.94,30.46,8.27,1.78,2.26,10.64,4677869069944.0,3,0.127,0,0.2223304761904762,0.0009688979975852722
49.76,3.4330622679821235e+17,M-type,70.22,0.44,5.18,1.42,1.85,10.23,2086352183491200.0,7,0.274,1,0.48597777777777773,3.159626349237845
53.19,2.1348715104995782e+17,S-type,17.73,2.65,8.43,2.04,3.02,11.43,229597515866789.0,8,0.438,1,0.24733031746031747,0.1726320640007213
19.11,1.942977864962426e+16,M-type,66.73,0.38,7.19,1.51,1.97,3.19,156460368049393.0,3,0.263,1,0.3986790476190476,0.5903532738970831
15.32,2595875215583740.0,C-type,7.43,34.58,6.87,1.05,1.27,9.65,1186240794507.0,6,0.553,0,0.30198380952380954,0.0009105349043875226
9.13,549028818537804.0,C-type,5.32,21.59,5.21,1.02,1.03,48.04,205632662793.0,1,0.255,1,0.22273253968253967,0.00019949572560683788
11.4,4132110590060420.0,M-type,56.32,0.17,4.38,1.08,1.03,10.64,9940106176845.0,5,0.403,1,0.4187741269841271,0.13128697824516905
2.31,8942233024366.0,C-type,5.77,39.0,9.21,2.07,2.96,5.3,2518045269.0,2,0.21,0,0.23073079365079363,5.579324094431361e-07
1.68,3419649072639.0,C-type,5.88,26.57,6.87,2.1,2.99,18.13,1375689831.0,1,0.349,0,0.21619825396825396,5.52869414823125e-07
4.46,64257976832952.0,C-type,11.14,25.96,5.19,1.5,1.77,7.14,38016628491.0,7,0.211,1,0.3260749206349206,6.288838024064229e-05
3.65,35247312129328.0,C-type,8.8,18.19,7.28,2.24,3.36,11.55,18275984147.0,4,0.201,0,0.23021444444444444,9.365988974128198e-06
2.6,24985560398312.0,S-type,13.94,0.91,5.43,1.7,2.19,4.41,17545512688.0,5,0.465,0,0.23647412698412698,3.0722654866550616e-05
10.34,797952224519682.0,C-type,8.4,16.25,7.85,2.16,3.11,5.32,388958778125.0,2,0.029,0,0.1924293650793651,0.00016777221386840642
14.1,3979923203012412.0,S-type,23.93,4.34,6.05,1.83,2.45,21.98,5758371847431.0,8,0.059,1,0.31120031746031745,0.013215159953210171
4.98,89417705121955.0,C-type,2.91,30.31,7.94,2.61,4.28,13.37,12279001179.0,3,0.086,0,0.2224747619047619,1.570028305998777e-06
26.39,1.3281962723969788e+16,C-type,3.65,23.3,6.51,1.27,1.53,6.55,3742318681092.0,7,0.552,0,0.2692777777777778,0.0014188538437238235
1.14,1067130323432.0,C-type,6.11,13.6,5.32,0.85,0.62,13.41,227957627.0,1,0.134,0,0.20035111111111112,2.6601142329193103e-07
3.55,63608365715679.0,S-type,25.42,0.61,6.44,1.71,2.21,7.5,98891454650.0,1,0.785,0,0.22262111111111113,0.00022363754837490722
1.9,4925833809031.0,C-type,4.74,35.1,6.99,1.91,2.63,6.51,2402939914.0,7,0.067,0,0.30218063492063496,8.010760331394977e-07
0.48,78514033013.0,C-type,8.97,25.79,5.33,1.16,1.13,30.91,48021443.0,1,0.049,1,0.24821825396825395,7.019714749525014e-08
